Overall CEFR rating,Learner text,Filename
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_061.txt
B1,"Stadt X, 10.03.12",1091_0000197.txt
B1,Maria Julia Meier Müller,1023_0108766.txt
A2,Stadt X 10.03.2012,1091_0000193.txt
A2,"Liebe Katharina,",1091_0000169.txt
B2,"In meinem Text geht es um „Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?",1031_0002088.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_051.txt
A2,Sehr geeherte Damen-Herren,1091_0000077.txt
B2,Müller Michael,1023_0108423.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_036.txt
A2,10.03.2012,1091_0000217.txt
B2,Michael Meier,1023_0108751.txt
B1,28.02.2012,1061_0120346.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_089.txt
C1,Ist Deutschlernen sinnvoll?,1031_0003415.txt
B1,"Lieber Michael,",1061_0120499.txt
A2,"Lieber Jens,",1071_0024836.txt
C1,"Zum Glück betrift dieses Thema grad den Beruf, den ich sein Jahren ausühbe. Ich habe schon immer gerne mit Immobilien gearbeitet und diese Thema liegt mir ganz nähe.",1031_0003098.txt
B1,"Stadt X, den 13.3.12",1091_0000260.txt
B2,Aufsatz,1031_0003187.txt
B2,Eva Maria Meier Müller,1023_0109495.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_067.txt
A2,Liebe Daniela.,1071_0024823.txt
A1,Stadt X 04.01.2012,1091_0000051.txt
A2,"Hallo Ingo,",1071_0248329.txt
A2,Stadt X 08.03.2012,1061_0120483.txt
B2,Die Orientierung an das neuen Heimat,1031_0002198.txt
A2,Lieber Ingo,1071_0024716.txt
B1,13.03.12,1091_0000259.txt
B2,Maria Müller,1023_0103839.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_062.txt
A2,"Lieber Jens,",1071_0242011.txt
B1,Maria Meier,1023_0109614.txt
A2,13.03.2012,1091_0000262.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_085.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_071.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_16.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_039.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_034.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_056.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_044.txt
B2,"Das Thema ist von besonderer Aktualität. Heutzutage ziehen immer mehr Leute aus beruflichen Gründen nach Stadt X/Stadt Y um. Viele von diesen Leuten stammen aus anderen Ländern. Bevor man nach Stadt X/Stadt Y umzieht, sollte man über den Wohnungsmark nachdenken. Wie und wo man in einer Stadt lebt, ist underschiedlich von Stadt zu Stadt un einer der wichtigsten Faktoren, um den Erfolg des Umzogs zu garantieren. Dazu gibt es entscheidende Faktoren: Lebensarten von Familien und Einzelpersonen, bestimmte Hinweise und die Frage - Mieten oder Kaufen.",1031_0002185.txt
A2,30-5-2012,1071_0248302.txt
B2,Eva Winkelmann,1023_0101694.txt
B2,Winkelmann Katharina,1023_0101843.txt
B1,"Liebe meine Freundin,                                                   den, 06.01.2012",1091_0000170.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_16.txt
B1,Computer-Spezialist                                Stadt X 22-3-2010,1023_0101854.txt
A2,22.02.2012,1061_0120286.txt
B1,"Liebe Julia,",1091_0000021.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_042.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_008.txt
B2,Julia Winkelmann,1023_0109247.txt
B2,Friedrich Müller,1023_0109038.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_8.txt
B1,"Katharina Winkelmann                    Stadt X, 08 Oktober 2011",1023_0109519.txt
A2,8.3.2012,1071_0024694.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_100.txt
A2,"Liebe Ingo,",1071_0024763.txt
B2,Wohnungsmarkt in Stadt X,1031_0003135.txt
B2,"Seit lange ist es beruflich unmöglich keine fremsprache zu können. Im letzten Jahrhundert war es nicht mehr nur Englisch und Französisch Pflichtig, am Ende hatte die Spanischesprache eine wichtige Rolle gespielt. Heute kann jeder mindesten einer dieser Sprachen und wer sich differenzieren will, muss eine andere Möglichkeit finden, und Deutsch ist meiner Meinung nach die richtige Entscheidung, weil Deutschland genug Angeboten in viele gute Universitäten und in verschiedene Bereiche anbietet. Andere deutschsprachige Länder, wie Österreich, haben genauso wie Deutschland weltweit filialindustrie. Das wäre auch ein Argument, um Deutsch zu lernen.",1031_0002196.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_15.txt
A2,Stadt X 12.03.2012,1091_0000240.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_023.txt
A1,"Lieber Jens,",1071_0242022.txt
A2,"Hallo Ingo,",1071_0248326.txt
B1,"Lieber Michael,",1061_0120456.txt
C1,Deutschlernen muss sein!,1031_0003183.txt
B1,11. märz-2012,1091_0000232.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_041.txt
B1,Stadt X,1091_0000231.txt
B2,WINKELMANN EVA,1023_0107726.txt
B1,"Stadt X, den 27.02.11",1061_0120317.txt
B2,"Leben in Stádt X  ist ,Heute zu Tage´ aber nicht einfach. In 1980 gabe es in diese 20´000´000 Eingewohner Stadt eine Spitzung in Konstruktions Market mit viele neuen Gebauden.",1031_0003095.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_18.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_040.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_057.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_24.txt
B1,Müller Stefan,1091_0000207.txt
B2,Stadt X 17.04.2012,1061_0120448.txt
B1,"Sehr geehrte Damen und Herren,                      Stadt X, 01.10.2011",1031_0003212.txt
B1,"Liber Michael,",1061_0120460.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_082.txt
A2,Stadt X´den 16.03.2012,1071_0024807.txt
A2,"Liebe Aleks,",1071_0024876.txt
A1,LiBe jens,1071_0248320.txt
B1,"Stadt X, 06.01.2012",1091_0000065.txt
B2,"Stadt X, 26. März 2012",1061_0120882.txt
B1,"Stadt X, 22.02.2012",1061_0120301.txt
A2,Mein Freund Jens ich hab´s gehört du bist Vater geworden. Herlich Glückwünsche! Und wie ist der Name des Babys? Ich glaube du auswelst die rihtige.,1071_0024851.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_27.txt
B1,"Liebe Katharina,",1091_0000153.txt
B2,"Ein Haus, oder eine Wohnung zu mieten oder kaufen in Stadt X könnte entweder teuer oder billig sein. Das kommt darauf an die Ort und der Umgebung wo man leben möchte. Studenten, z.B., werden es immer schaffen Geld zu sparen, da es Studentenwohnungen gibt, die ganz billig und günstig sein könnten. Mansche Studenten suchen sich diese Studentenwohnungen, in Orten wie Stadtteil X oder Stadtteil Y aus, weil die Umgebung ganz lebendig und „Multikulti"" sein könnte.",1031_0002187.txt
B2,"Die Frage ist „Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren? stellt jeder Einwanderer oder Gastarbeiter früher oder später.",1031_0003090.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_002.txt
B1,"Stadt X, den 05.03.2012",1061_0120409.txt
A2,"Stadt X, den 27.02.2012",1061_1029113.txt
A1,Liebe Jens,1071_0024864.txt
A2,"Stadt X, 12.3.2012",1091_0000221.txt
A2,"Stadt X, 22.02.2012",1061_0120302.txt
B1,"Ich möchte eine Bericht zu Ihrer Temer geben, um eine wohnung in Stadt X zu finden.",1031_0003384.txt
B2,"Informationen über die Wohnungsmarkt in eine bestimmte Stadt sind sehr wichtig für Leute, die im Ausland umziehen möchten. Als Auslander, der in Stadt X wohnt, kann ich die Lage hier sehr gut beschreiben.",1031_0003354.txt
A2,"Hallo Jens,",1071_0024850.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_9.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_048.txt
A2,"Liebe Daniela,",1071_0248337.txt
A2,"Stadt X, 28.02.2012",1061_1202917.txt
A2,"Stadt X, 12.03.12",1091_0000226.txt
B1,"Maria Julia Müller Schmidt                             30. September, 2011",1023_0109500.txt
B2,"Tobias Schmidt                  Stadt X, 26. September 2011",1023_0109192.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_055.txt
B1,"Liebe Julia,",1091_0000274.txt
A2,"Lieber Ingo,",1071_0242041.txt
B2,Michael Winkelmann,1023_0107740.txt
A2,2012.03.8,1071_0024693.txt
A2,"Liebe Ingo,",1071_0024691.txt
B1,"Stadt X, den 22.03.2012",1061_0120394.txt
B2,Reaktion auf eine Werbeanzeige,1023_0109717.txt
A2,"stadt X, 04,01.2012",1091_0000024.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_068.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_5.txt
