Test language,CEFR level of test,Mother tongue,Overall CEFR rating,Grammatical accuracy,Orthography,Vocabulary range,Vocabulary control,Coherence/Cohesion,Sociolinguistic appropriateness,Learner text,Filename
German,C1,Spanish,B2,B2,B2,C1,B2,B2,B2,"Hallo zusammen Ich bin Maria, komme aus Spanien und wohne in Deutschland seit funfzehn Jahen. Ich wollte hiermit meine Meinung zum Thema „Deutsch Lernen"" äussern. Warum Deutsch als Fremdsprache lernen auswählen, wenn es andere Sprache gibt, die nützlicher. seien konnten. Es war für mich auch eine schwierig Entscheidung. Selbst als Spanierin hatte ich schon eine Sprache beherrscht, die weltweit gesprochen war. Dann kam die Frage: Warum Deutsch und nicht Englisch? Nach einigen Untersuchungen war das denn klar. Deutschland ist der Land Europas, wo es mehr Industrie gibt, vor allem Chemieindustrie, aber auch Maschinenbauindustrie und Informationindustrie sind hier sehr wichtig. Für mich als Chemie Studentin war das damals ein entscheidendes Faktor. Auf der Welt gesehen ist auch Deutschland der Land, der mehr exportiert. Das heisst, auch wenn man in einem deutschsprachigen Land nicht wohnt, lohnt es sich, Deutsch zu können. Dies bezüglich, wenn man für die EU arbeiten will, ist Deutsch eine der offiziellen europäischen Sprachen. Nicht nur die Arbeitsmöglichkeiten entweder in Deutschland oder mit deutschen Firmen sind ein Grund Deutsch zu lernen sondern auch die Kultur und alle Chancen, die diese anbietet. Deutsch wird in drei Ländern in Europa gesprochen: Deutschland, Österreich und die Schweiz, und sogar in einem Teil Brasiliens, deswegen ist es auch praktisch Deutsch zu sprechen, wenn man an alle Reisen denkt, die man machen kann.",1031_0003245.txt
German,A1,Spanish,A2,A1,B1,A2,A2,A2,A2,Hallo Ingo,1071_0248331.txt
German,A2,Russian,A2,B2,B2,B1,B2,B1,B2,"Sehr Damen und Herren,",1091_0000073.txt
German,A1,Portuguese,A1,A1,A2,A1,A1,A1,A2,"Lieber Jens,",1071_0024845.txt
German,A2,Arabic,A1,A1,A2,A1,A1,A2,A1,Hallo Julia,1091_0000009.txt
German,B2,Polish,B1,B1,C1,B1,B1,B1,B1,Katharina Winkelmann,1023_0103829.txt
German,B2,Spanish,B2,B1,C1,B2,B1,B2,B2,Katharina Müller,1023_0104203.txt
German,B1,Polish,B1,B1,B1,B2,B2,B2,B2,"Stadt X, 13.03.2012",1061_0120429.txt
German,B1,Spanish,B1,A2,B2,B1,B1,B1,B1,"Stadt X, 18.3.2012",1061_0120493.txt
German,C1,other,C2,C2,C2,C2,C2,C2,C2,"Sehr geehrte Damen und Herren,",1031_0003045.txt
German,C1,Russian,C1,C1,C2,C1,C1,C1,C1,"„Der Wohnungsmarkt in Stadt X""",1031_0002036.txt
German,C1,Russian,B2,B2,C2,C1,C1,B2,C1,"Stadt X, 28.08.2011.",1031_0003186.txt
German,A1,not reported,A2,A2,B1,A2,A2,B1,B1,"Hallo Ingo,",1071_0020001.txt
German,A2,not reported,B1,B1,B1,B1,B1,B1,B1,"Libe Maria,",1091_0000172.txt
German,B1,Spanish,B1,B1,B1,B1,B1,B1,B1,Stadt X -26-03-2012,1061_0120894.txt
German,B1,not reported,B1,A2,B1,B1,B1,B1,B1,"27/02/2012,",1061_0120369.txt
German,A2,not reported,B1,A2,A2,B1,A2,A2,A2,Stadt X 9-3-2012,1091_0000208.txt
German,A1,Turkish,A2,A2,B1,A2,A2,A2,B1,Lieber Ingo,1071_0024708.txt
German,A2,not reported,B1,A2,B1,A2,A2,A2,B1,Frau Katharina Winkelmann,1091_0000212.txt
German,A1,English,A1,A1,A2,A2,A1,A2,A1,Wo möchst du schwimmen gehen?,1071_0024820.txt
German,C1,Russian,B2,B2,C2,C1,B2,B2,B2,"Ich möchte einen Bericht über den Wohnungsmarkt in Stadt X schreiben, in dem möchte ich beschreiben, wie Familien und Einzelpersonen üblicherweise leben und was man beachten muss, wenn man ein Haus oder eine Wohnung mieten oder kaufen möchte.",1031_0003390.txt
German,A1,Hungarian,A2,A1,B1,A1,A1,A2,A2,"Stadt X, 08.03.2012",1071_0024873.txt
German,C1,English,C1,C1,C1,C2,C2,C1,C1,"Wohnen in Stadt X kann ein sehr schönes Erlebnis sein. Aber man muss vorsichtig sein, weil wenn man bei der Suche auf gewisse Sachen nicht aufpasst, könnte man ein schwieriges und sehr toyeres Erlebnis haben.",1031_0002079.txt
German,B1,Polish,B1,B1,B1,B1,B1,B1,B2,"Libe Silke,                            Stadt X 24.02.12.",1061_0120325.txt
German,C1,English,C1,B2,C1,C1,C1,C1,C1,"Das ist ein Thema, das seit Langem wichtig ist und mit dem die Gesellschaft unbedingt sich beschäftigen sollte. Das Problem der Anpassung/Integration  vor allem für  die Europäische Union von großer Wichtigkeit ist. Die Probleme der Migration sind allgemein bekannt und herrschen in der  Öffentlichkeit verschiedene Meinungen danach.",1031_0002043.txt
German,B1,Spanish,A2,A2,B1,B1,A2,B1,B1,"Liebe Dana,                             22.03.2012",1061_0120382.txt
German,A1,not reported,A2,A2,B1,A2,A2,A2,A2,"Liebe Daniela,",1071_0242013.txt
German,C1,Russian,C1,C1,C2,C1,C1,C1,C1,"Aufsatz: „Warum ich Deutschlernen für sinnvoll halte""",1031_0003182.txt
German,A2,Arabic,B1,A2,B1,A2,A2,A2,A2,Liebe Julia:,1091_0000092.txt
German,C1,other,C2,C2,C2,C2,C1,C2,C2,"Die eigentlichen Hauptsprachen sind English, Frazösisch und Spanisch. Jedoch finde ich es sehr wichtig und angebracht auch Deutsch zu studieren. Es gibt einige Bücher, Gedichte und Stücke die zwar in anderen Sprachen übersetzt werden, jedoch ist der deutscher Stil von grosser Bedeutung. Falls man solche wundervolle Kunstwerke in einer anderen Sprache liest, wird es einen ganz anderen Eindruck auf den Lesen haben.",1031_0003044.txt
German,A2,not reported,B1,A2,B1,B1,A2,B1,A2,"Liebe Julia,",1091_0000257.txt
German,C1,Russian,B2,B2,B2,C1,B2,B2,B2,Im Folgenden möchte ich mich dem Thema der Kultur im Ausland widmen.,1031_0002086.txt
German,C1,Hungarian,B1,B2,B2,B2,B2,B1,B1,Wohnungsmarkt in Stadt X,1031_0003353.txt
German,C1,Russian,B2,B2,B2,C1,B2,B2,C1,"Ich möchte einen Bericht über den Wohnungsmarkt in Stadt X geben. Es gibt sehr viele verschiedene Moglichkeiten sovoll für Familien, als auch für Einzelpersonen. Aber bevor man sich auf etwas entscheidet oder irgendwelchen Objekt auswählt, soll man alle Varianten durchgehen. Eine sehr gute und preiswerte Möglichkeit für Einzelpersonen ist ein Wohngemeinschaft, dass heisst, mehrere Personen mieten eine große Wohnung und die Monatsmiete wird geteilt.",1031_0003388.txt
German,A2,Arabic,A2,A2,B1,B1,A2,B1,A2,Ich schuche eine Wohnung,1091_0000144.txt
German,B2,Polish,B2,B2,C1,B2,B2,B2,B2,Katharina Schmidt,1023_0103821.txt
German,B1,Arabic,B1,B1,B1,B1,B1,B1,B1,"Lieber Michael,",1061_0120441.txt
German,A1,Russian,B1,A2,B1,B1,B1,B1,B1,"Lieber Jens,",1071_0024878.txt
German,A1,not reported,A1,A1,A1,A2,A1,A1,A1,Hallo Ingo,1071_0248327.txt
German,A2,Russian,B1,B1,B1,A2,B1,A2,A2,Sehr Damen und Herren,1091_0000075.txt
German,B2,French,B2,B2,C1,B2,B2,B2,B2,Katharina Schmidt,1023_0109096.txt
German,C1,German,C2,C2,C2,C2,C2,C2,C2,"Stadt X, eine Stadt in der Zentralschweiz mit 25000 Einwohnern, wächst ständig. In den letzten 10 Jahren hat die Zahl an Wohnungen stark zugenommen, da die Einwohnerzahl der Stadt auch zugenommen hat. In Stadt X gibt es auch Häuser, die zum Verkauf stehen, jedoch gibt es in der Stadt selbst weitaus mehr Wohnungen als Häuser.",1031_0002007.txt
German,A1,Portuguese,A2,A2,A2,A2,A2,A2,A2,Liebe Daniela,1071_0024811.txt
German,B1,not reported,B1,A2,B1,B1,B1,B1,B1,Stadt X 22.02.2012,1061_0120298.txt
German,C1,Spanish,B2,B2,B2,B2,B2,C1,C1,"Deutsch ist eine Sprache, die in drei Länder gesprochen wird: Österreich, die Schweiz und in Deutschland, natürlich.",1031_0003249.txt
German,B2,other,B1,B1,B2,B1,B1,B1,B2,Maria Meier                      Zentralplatz 1 12345 Stadt X,1023_0109914.txt
German,B1,Russian,B1,B1,B1,B2,B1,B2,B1,Liebe Silke,1061_0120310.txt
German,B2,Russian,B2,B1,B2,B2,B2,B2,B2,Aupairsglobal,1023_0109674.txt
German,A1,Arabic,A2,A2,B1,A2,A2,A2,A2,"liebe Daniela,",1071_0024824.txt
German,A2,Turkish,A2,A2,B1,A2,A2,A2,A2,An die                                        19.01.0.12,1091_0000148.txt
German,A2,Russian,B1,A2,B1,A2,A2,B1,B1,"Liebe Maria,",1091_0000055.txt
German,B2,other,B1,B1,B2,B1,B1,B1,B1,Meier Tobias,1023_0108887.txt
German,B1,not reported,A2,A2,B1,B1,B1,B1,A2,Stadt X 12.3.2012,1061_0120855.txt
German,C1,other,B2,B1,C1,B2,B2,B2,B2,"Die Leute können nicht selbst sein Geburtsort wählen und davon auch die Kultur und die Traditionen, die sie durch seinen Wachstum erlernt haben. Egal ob das man will oder nicht, bekommt er bestimmte Erziehung indem besonderen Spuren von der Kultur und den Traditionen seines Heimatlandes fest eingesetzt sind. Wenn man aber groß geworden ist, verlässt er sein Heimatsland und zieht sich nach einem anderen Land um. Die Motiven und die Grunden sind in diesem Fall nicht wichtig. Wichtig ist, dass man kann nicht aus seinen Erziehung auslaufen. Er trägt in seinem Kopf alles, das er bisjetzt gelernt hatte. Ohne seinen Traditionen, ohne seinen Kultur kann man nicht leben. Darum ist, nach meiner Meinung, unmöglich ein Einwanderer, ein Ausländer seine Kultur komplett zu vergessen und eine neue zu akzeptieren. Ich bin davon überzeugt, dass alle Leute, egal ob sie in seinem Heimat oder im Ausland wohnen, müssen seinen Kultur unterstützen. Das bedeutet aber für die Zuwanderer nicht, dass sie die Kultur seines Gast landes nicht kennenlernen und respektieren müssen. Doch, alle müssen die Kultur des anderen akzeptieren und mit den Besonderheiten diesen Kultur gemeinsam leben.",1031_0002010.txt
German,A1,Turkish,B1,B1,C1,B1,B1,B1,B2,"Liebe Ingo,",1071_0024692.txt
German,A2,Portuguese,A2,A1,A2,A1,A1,A1,A1,Hallo Friedrich!!!,1091_0000054.txt
German,A2,Portuguese,A2,B1,B2,B1,B1,B1,B1,Stadt X. 05 Januar 2011.,1091_0000070.txt
German,A2,not reported,A2,B1,B1,B1,B1,B1,B1,12.02.12,1091_0000233.txt
German,C1,Polish,C1,C1,C1,C1,C1,C1,B2,"Das Thema des Aufsatzes ist so interessant, dass ich mich gerne damit beschäftigen werde. In meiner Arbeit geht es um das Thema „Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?""",1031_0002092.txt
German,B2,French,B1,B1,B2,B2,B1,B1,B2,Maria Meier                           28.Oktober 2011,1023_0109878.txt
German,C1,Russian,C1,B2,C1,C1,C1,C1,C1,Deutschlernen: sinnvoll oder ...?,1031_0003180.txt
German,B2,other,B2,B2,B2,B2,B2,B2,B2,Au-pair-Agentur Schultz & Partner,1023_0109496.txt
German,B1,Polish,B2,B2,B2,B2,B2,B2,B2,"Liebe Dana,                                      Stadt X, 28.02.12",1061_1029112.txt
German,A2,not reported,A2,B1,B1,B1,B1,B1,A2,Liebe Freund,1091_0000174.txt
German,A2,German,A2,A2,B1,B1,B1,B1,B1,Guten Tag meine Freundin Maria!,1091_0000163.txt
German,B2,Italian,B2,B2,C1,B2,B2,B2,B2,Friedrich Meier,1023_0108890.txt
German,A2,not reported,A2,A2,B1,B1,A2,B1,B1,Aufpassen                            5.1.12,1091_0000162.txt
German,B2,Polish,B2,B2,C1,B2,B2,C1,C1,09.07.2011,1023_0108306.txt
German,A1,Spanish,A2,A2,A2,B1,A2,A2,B1,Hallo Ingo ...,1071_0024711.txt
German,B1,Arabic,B1,B1,B2,B1,B1,B1,B2,"Stadt X, 08.03.2012",1061_0120478.txt
German,B1,Spanish,B1,B1,B1,B2,B1,B1,B2,"Stadt X, den 05.03.2012",1061_0120405.txt
German,A2,Polish,A2,A2,A2,A2,A2,A2,A1,"Sehr geehrter Herr Müller,",1091_0000041.txt
German,A1,Russian,A2,A2,A2,B1,A2,A2,A2,Hallo Daniela!,1071_0024819.txt
German,B1,Arabic,B1,B1,B2,B1,B1,B1,B2,Sehr geehrte Frau Silke                          Stadt X(27/02/2012),1061_0120337.txt
German,A2,not reported,B1,A2,B1,A2,A2,A2,A2,Tobias Meier                    Bahnhofsstr. 123,1091_0000211.txt
German,A2,Polish,A2,B1,B2,B1,B1,B1,B1,Liebe Maria,1091_0000061.txt
German,B1,Polish,B1,B1,B2,B1,B1,B1,B2,"Stadt X, den 28.02.2012",1061_0120327.txt
German,A2,not reported,A2,A2,B1,B1,A2,B1,A2,"18-3 Bahnhofsstraße , Stadt X, Korea                 den 12.März.2012",1091_0000238.txt
German,B2,Spanish,B1,B1,B1,B2,B1,B2,B2,"Stadt X, den 01.08.11",1023_0108885.txt
German,B1,not reported,B1,B1,B2,B1,B1,B1,B1,Stadt X 03/05/12,1061_0120406.txt
German,A2,Spanish,B1,A2,B1,B1,A2,B1,B1,"Hallo Maria,",1091_0000095.txt
German,C1,Spanish,B2,B1,B2,B2,B2,B2,B2,"In einem Internetforum geht es um das Thema „Ist es sinnvoll, auch im Auslang die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich ander Kultur des Gastlandes orientieren?""",1031_0002003.txt
German,A2,not reported,A2,B1,B2,B1,B1,B1,B1,Maria,1091_0000214.txt
German,B1,Russian,B1,B1,B1,B1,B1,A2,B1,"Stadt X, 8.03.2012",1061_0120486.txt
German,A2,not reported,A1,A2,A2,A2,A2,A2,A2,"Stadt X, 04.01.2012",1091_0000028.txt
German,A1,not reported,B1,B1,B1,B1,B1,A2,B1,"Lieber Ingo,",1071_0243621.txt
German,A2,Spanish,A2,A2,B1,B1,B1,B1,B1,"Leibe Julia,",1091_0000102.txt
German,B2,Spanish,B2,B2,B1,B2,B2,B1,B2,Tobias Michael Meier Müller,1023_0101849.txt
German,A1,Russian,A1,A1,A2,A1,A1,A1,A2,Liber Jens,1071_0024838.txt
German,C1,Russian,B2,B2,B2,B2,B2,B2,B2,den 18.6.2011,1031_0003065.txt
German,C1,Polish,B2,B2,C1,B2,B2,B2,B2,Wohnungssituation in meinen Heimatstadt. - - Stadt X.,1031_0003389.txt
German,C1,Hungarian,B2,C1,B2,C1,C1,B2,B2,"Stadt X, den 10. Mai 2011.",1031_0003260.txt
German,A2,not reported,B1,B1,B2,B1,B1,B1,B1,Lieber Michael.                                        24.6.2012,1091_0000246.txt
German,A1,not reported,A1,A1,A1,A1,A1,A1,A1,Liebe Freundin-,1071_0242093.txt
German,B1,Polish,B1,A2,B2,B1,B1,B1,B1,"Stadt X, 13.03.2012",1061_0120427.txt
German,A2,German,B1,B1,B1,B1,B1,B1,B1,"Liebe Eva,",1091_0000159.txt
German,A1,Polish,A2,B1,B1,A2,A2,A2,A2,"Liebe Daniela,",1071_0243501.txt
German,A1,Spanish,A2,A1,B1,A2,A2,A1,A2,"Hallo Dani, wie geh´s dir?",1071_0248336.txt
German,B2,not reported,B2,B2,B2,C1,B2,B2,B2,"Eva Meier, bahnhofstraße 12, 4321 Stadt X. tel. 012,345,67-89",1023_0101900.txt
German,B2,other,B2,B2,B2,B2,B1,B2,B2,"Julia Winkelmann                                        Stadt X, 13. Aug. 2011",1023_0109030.txt
German,B2,not reported,B1,B1,C1,B2,B1,B1,B1,"Eva Winkelmann                       Stadt X, 5.03.10.",1023_0101695.txt
German,A1,not reported,A1,A1,A2,A1,A1,A1,A1,Stadt X. 26-4-12,1071_0024772.txt
German,A1,Spanish,A2,A2,A2,A2,A1,A1,A2,"Hallo Daniela,",1071_0024821.txt
German,B1,Russian,A2,A2,B1,B1,B1,A2,A2,"Liebe Dana,",1061_0120272.txt
German,A2,not reported,A2,A2,A2,A2,A2,A2,A2,"Liebe Julia,                                                  12.03.2012",1091_0000272.txt
German,C1,Hungarian,C1,B2,C1,C1,C1,C1,C1,"Richtige Verhalten als Gast im Ausland In die heutige globaliesirte Gesellschaft ist es nicht ungewöhnlich, wenn man von seinem Heimatland wo anders wegzieht, von welchem Grund aus immer sein sollte. Heutzutage ist es relative einfach eine niederlassung am andere Ende der Welt, villeicht auf einen anderen Kontinent oder einfach im Nachbarland zu finden. Menschen ziehen um entweder aus beruflichen oder politische Gründen, oder ganz einfach, weil sie die Welt sehen möchten, aus Abenteuerlust. Mal zieht die Familie auch mit um, manchmal nicht. Es kann für eine kürzere Zeitraum sein, oder für immer. Wie auch immer, es gehört einfach dazu, als zivilisierter Mensch, die Regeln und Gesätze des Emfangerländes kennen zu lernen und befolgen. Es soll auch im nächsten Nachbarschaft, also in einem Haus, oder Straße, Bezirk eingehalten werden, dass man Konflikte zwischen die Bewohner vermeidet. Also soll man natürlich die verschiedenen Behörden nicht entgegen gehen. Schlieslich sind wir keine Kriminelle. Wenn ich in einem anderen Land umziehen würde, würde ich die möglichs beste Beziehung mit meinem Nachbarn, Arbeitskollegen pflegen. Schon vorher würde ich mich informieren über die Traditionen des gewählten Landes. Es gibt zB. während einen Urlaub im arabischen Ländern örtliche vorschriften, die besser einzuhalten sind für ausländer. Deshalb denke ich, dass währen einen daueraufenthalt man so gut wie möglich assimilieren sollte. Es bedeutet das wir mit die einheimischen Bekannten ihre Feste feien können, um uns kulturell zu einander näher zu bringen. Und umgekehrt auch: wir sollen sie an unserer Kulturleben teilnehmen zu lassen: zeigen, wie wir familiere Ereignisse feiern, und auch für uns wichtige nationale Feiertage Ihnen bekannt machen, von unsere Geschichte zu erzählen.",1031_0003217.txt
German,B2,Polish,B2,B2,B2,C1,C1,B2,C1,Julia Winkelmann,1023_0107074.txt
German,B1,Arabic,B1,B1,B2,B1,B2,B1,B1,Lieber Michael                                 Stadt X 22.2.2012,1061_0120300.txt
German,C1,French,C1,C1,C1,C1,C1,C1,C1,Multikultur für eine wertvoller Welt.,1031_0001998.txt
German,B1,Portuguese,A2,A2,B1,A2,A2,A2,A2,"Stadt X, 27.02.2012.",1061_1202915.txt
German,A1,not reported,A2,A2,A2,A2,A2,A1,A2,"Liebe Anna,",1071_0242023.txt
German,B2,Polish,B1,B1,B2,B2,B2,B1,B1,"Michael Meier                                              Stadt X, den 7.07.2010-unreadable-.",1023_0103832.txt
German,B1,not reported,B1,B1,B2,B1,B1,B1,B1,27 Feb. 2012,1061_0120373.txt
German,C1,Hungarian,C1,C1,C1,C1,B2,C1,C1,Assimilation?,1031_0003244.txt
German,A1,Turkish,A2,A2,A2,A2,A1,A1,A2,"Hallo Ingo,",1071_0024710.txt
German,B2,other,B1,B1,B2,B2,B2,B1,B2,Stefan Müller,1023_0109402.txt
German,A1,not reported,A1,A1,A2,A1,A1,A2,A1,Liber Daniela,1071_0024813.txt
German,A1,Spanish,A2,A2,B1,B1,A2,B1,B1,3 März 2012,1071_0024690.txt
German,B1,not reported,A2,B1,B1,B1,B1,A2,A2,"Stadt X, den 11.3.2012",1061_0120338.txt
German,B2,Russian,B2,B2,B2,B2,B2,B2,B2,Au-pair-Agentur Schultz & Partner,1023_0108889.txt
German,A2,not reported,A2,B1,B2,B1,B2,B1,B1,Michael Meier,1091_0000209.txt
German,C1,other,B2,B2,B2,B2,B2,B2,B2,"Zur Globalisierung ist heutzuge unvermeindlich eine zweite Sprache oder dritte Sprache zu können. Im Rahmen gibt es viele Leute die Fremdsprache auf Englisch, Deutsch Französisch zu lernen, weil sie zukunftiger Beruf oder Studium brauchen müssen. Aus diesem Grund ist die Sprache in der Lage, ein Gerät um erfolgreiche Zukunft zu erreichen. Aber wie? und welche Sprache soll man auswälen? Dazu würde ich meine Meinung äußern und ein paap Vorschläge machen.",1031_0003309.txt
German,C1,Hungarian,B2,B2,C2,C1,B2,B2,B2,"Die Frage, ob die Traditionen des Heimatlandes in einem fremden Land fortgesetzt werden dürfen, müsste bereits mit der Entscheidung beginnen, die für eine ausländische Aufenthalt getroffen wurde. Wenn jemand im Ausland lebt, muss es gerade bewusst sein, dass man sich an das Gastland anpassen muss.",1031_0003339.txt
German,B2,Spanish,B1,B1,B2,B2,B1,B1,B2,Aupairsglobal                                                                   Maria Meier,1023_0104207.txt
German,B1,Polish,A2,A2,B1,B1,B1,B1,B1,"Stadt X, den 22.03.2012",1061_0120388.txt
German,C1,Spanish,B2,B2,B2,C1,C1,B2,B2,"Das Thema „Ist es sinnvoll, auch im Ausland die Traditionen des einiges Heimatlandes forzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?“Ich finde das Thema sehr interessant, wie alle Thema hat Argumenten dafür und dagegen. Ich bin seit 15 Jahren in der Schweiz und habe ich die Kultur und die Traditionen von Stadt X sehr geschätzt. Es ist eine Vorteil die Traditionen von dem Gastland zu kennen, eine gute Mittel um die Kulturkreis zu erweitern. Aus eigener Erfahrung kann ich sagen, dass es ist ein schönes Erlebnis in Stadt X die Traditionen wie zum Beispiel Fasnacht zu geniessen und wissen, warum unbedingt um 5 Uhr Morgens das Fasnacht anfangen sollte. Am Anfang habe ich nicht begreifen so eine Wahnsinnige Veranstaltung, nachher war ich komplet überzeugt. Die Nachteile die eigene Traditionen im neuen Heimatland zu forsetzen ist das die neue generation, werden weniger von seines ursprüngliches Land wissen und und Traditionen werden irgendwie verloren. Hierzu kann ich wieder ein gutes Beispiel aus eigener Erfahrung anführen:",1031_0003330.txt
German,B1,Spanish,A2,A2,B1,A2,A2,A2,A2,"Lieber Michael,",1061_0120889.txt
German,A1,Spanish,B1,A2,B1,B1,B1,B1,B1,"Liebe Daniela,",1071_0248309.txt
German,A1,not reported,A2,A2,B1,B1,B1,B1,B1,Liebe Freund Ingo:,1071_0024678.txt
German,B1,Arabic,A2,A2,B1,A2,A2,A2,A2,"Stadt X, 28.02.3012.",1061_1029116.txt
German,C1,Russian,B1,B1,B2,B2,B2,B2,B1,"Ich möchte einen Bericht über den Wohnungsmarkt in Stadt X beschreiben. Zur Zeit muss man mehr Geld als früher haben, um eine Wohnung zu mieten. oder kaufen. Die Mietkosten in der Stadt hoher geworden. Daswegen gibts möglichkeit billiger Wohnung finden, aber im schlechten Bezirken, d.h. gefährliche Teile des Stadt. Oder, die Leute, die Lust haben selbe eine Wohnung renovieren, haben möglichkeit bedürfnissrenovierung Wohnung finden. Ich finde diese Idee auch nicht schlecht, weil du selbe Kreativität und eigene Fantasie zeigen kann.",1031_0003386.txt
German,B1,Russian,B1,B1,B2,B1,A2,B1,B1,"Stadt X, den 24. Februa 2012",1061_0120318.txt
German,B1,Spanish,B1,A2,B1,B1,B1,B1,B1,Liebe Michael,1061_0120500.txt
German,B2,Arabic,B1,B1,B1,B1,B1,B1,B1,Meier Müller Friedrich                                       05.03.10,1023_0101690.txt
German,B1,Russian,B1,B1,B1,B1,B1,B1,B1,"Liebe Silke,",1061_0120329.txt
German,A1,Czech,A2,B1,B1,A2,B1,A2,A2,Hallo liebe Katharina.,1071_0248339.txt
German,A2,Portuguese,A2,A2,B1,A2,A2,A2,A2,Stadt X 10.03.2012,1091_0000195.txt
German,A2,not reported,A2,A2,B1,B1,B1,A2,A2,"Liebe Freundin,",1091_0000164.txt
German,B2,Turkish,B1,B1,B2,B2,B1,B1,B1,Meier Katharina,1023_0101844.txt
German,A1,not reported,A1,A1,A2,A2,A2,A1,A2,"Hallo, meine freundin Daniiela,",1071_0024815.txt
German,A1,not reported,A2,A1,A2,A2,A1,A2,A2,"Liebe Daniela, möchte ich in der schwimmer gehen. Kommst du mit? Wir gehen nach dem Schule, in Stadt X. Da gibst ein schun  schwimmer.",1071_0248342.txt
German,C1,other,C1,C1,C2,C2,C1,C1,C1,Warum Deutsch?,1031_0003130.txt
German,B2,Polish,B2,B2,C1,B2,B2,B1,B1,Stefan Meier,1023_0103825.txt
German,B1,not reported,A2,A2,B1,A2,A2,A2,A2,04.17.2012,1061_0120440.txt
German,A1,Arabic,A2,A1,A2,A2,A2,A2,A2,Liebe Daniela,1071_0248341.txt
German,B2,other,B1,B1,B2,B2,B1,B1,B1,Tobias Winkelmann,1023_0109396.txt
German,A2,Russian,B1,B1,B2,B1,B1,B1,B2,Guten Tag. Meine liebe Freundin!,1091_0000005.txt
German,B2,other,B2,B2,B2,B2,C1,B2,B2,Eva Meier Schmidt,1023_0001420.txt
German,B2,other,B1,B1,B2,B1,B1,B1,B2,Eva Winkelmann,1023_0109248.txt
German,C1,other,B2,B2,B2,B2,B2,B2,B2,"Sehr geehrte Damen und Herren,",1031_0003272.txt
German,A1,English,A2,A2,A2,A2,A2,A2,A1,Hallo Daniela!,1071_0024817.txt
German,B1,Chinese,B1,B1,B2,B1,B1,B1,B1,"Liebe Dana,",1061_0120421.txt
German,A2,not reported,A1,A1,A2,A1,A2,A2,A2,"Stadt X, 05.01.2012",1091_0000016.txt
German,B2,not reported,B2,B1,C1,B2,B1,B2,B2,"Sehr geehrter Damen und Herren,",1023_0101700.txt
German,C1,other,B2,B2,B2,C1,B2,B2,B2,Das Tema meinen Bericht ist:,1031_0003071.txt
German,B2,Russian,B2,B2,B2,B2,B2,B1,B2,Meier Julia,1023_0102118.txt
German,A1,not reported,A1,A1,A1,A1,A1,A1,A1,"Stadt X, 26.04.12",1071_0024782.txt
German,B2,other,B1,B1,B2,B2,B1,B1,B1,Maria Winkelmann,1023_0109395.txt
German,B1,Spanish,B2,B2,B2,B2,B2,B2,B2,"Stadt X, den 27. Februar 2012",1061_0120366.txt
German,A1,Spanish,A2,A2,A2,B1,A2,A2,B1,"Liebe Ingo,",1071_0024688.txt
German,A2,not reported,A2,A1,A2,A2,A2,A2,A1,"Stadt X, 12-03-12",1091_0000227.txt
German,A2,Russian,B1,A1,A2,A1,A1,A2,A2,Stadt X. 04.01.2010.,1091_0000027.txt
German,A1,Spanish,A1,A1,A2,A2,A1,A1,A1,Lieber Daniela!!,1071_0024822.txt
German,A1,not reported,B1,B1,B1,B1,B1,B1,B1,"Lieber Ingo,",1071_0024757.txt
German,A2,not reported,A2,A2,B1,A2,A2,A2,A2,Stadt X 04-01.2012,1091_0000031.txt
German,B1,not reported,A2,A2,B1,B1,A2,B1,B1,"Deutschland, den 28.02.2012",1061_1202918.txt
German,A2,not reported,A2,B1,B1,B1,B1,A2,B1,"Lieber Michael,",1091_0000241.txt
German,B1,Spanish,B1,B1,B1,B1,B1,B1,B1,Stadt X de 26 Marz 2012,1061_0120886.txt
German,B2,Polish,B2,B2,C1,B2,B2,B2,B2,Michael Müller,1023_0101753.txt
German,A2,Turkish,B1,B1,B1,B1,B1,B1,B1,"Liebe Julia,                                        13.03.2012",1091_0000249.txt
German,C1,other,B2,B2,B2,C1,B2,C1,B2,"Ich stelle mir selbst die Frage, was sinnvoller sein könnte, ob Mann eigene Traditionen eigenes Landes total abschaffen sollte oder nicht?",1031_0001997.txt
German,B2,English,B2,B1,B2,B2,B2,B2,B2,Katharina Schmidt,1023_0109022.txt
German,B2,Polish,B2,B2,C1,B2,B2,B2,C1,Au-pair Agentur Schultz & Partner  den 9. Mai 2011,1023_0108304.txt
German,A1,not reported,A2,A2,A2,A2,A2,A2,A2,Stadt X 26.04.12.,1071_0024777.txt
German,A2,Arabic,A1,A2,A2,A2,A1,A1,A1,Hallo Julia,1091_0000006.txt
German,B2,other,B2,B2,C1,B2,B2,B2,B2,Stadt X 1.8.2011,1023_0108886.txt
German,B2,Russian,B1,B1,B1,B2,B2,B2,B2,Au-pair-Agentur                                      Tobias Meier,1023_0109027.txt
